LineId,Month,Date,Time,Level,Component,PID,Content,EventId,EventTemplate,Parameters
1374,Jul,17,06:13:37,combo,ftpd,23571.0,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:37 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['83.116.207.11', '(aml-sfh-3310b.adsl.wanadoo.nl)', 'Sun', 'Jul', '17', '06:13:37', '2005']"
1375,Jul,17,06:13:37,combo,ftpd,23576.0,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:37 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['83.116.207.11', '(aml-sfh-3310b.adsl.wanadoo.nl)', 'Sun', 'Jul', '17', '06:13:37', '2005']"
1376,Jul,17,06:13:37,combo,ftpd,23564.0,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:37 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['83.116.207.11', '(aml-sfh-3310b.adsl.wanadoo.nl)', 'Sun', 'Jul', '17', '06:13:37', '2005']"
1377,Jul,17,06:13:37,combo,ftpd,23560.0,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:37 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['83.116.207.11', '(aml-sfh-3310b.adsl.wanadoo.nl)', 'Sun', 'Jul', '17', '06:13:37', '2005']"
1378,Jul,17,06:13:37,combo,ftpd,23570.0,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:37 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['83.116.207.11', '(aml-sfh-3310b.adsl.wanadoo.nl)', 'Sun', 'Jul', '17', '06:13:37', '2005']"
1379,Jul,17,06:13:37,combo,ftpd,23568.0,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:37 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['83.116.207.11', '(aml-sfh-3310b.adsl.wanadoo.nl)', 'Sun', 'Jul', '17', '06:13:37', '2005']"
1380,Jul,17,06:13:37,combo,ftpd,23565.0,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:37 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['83.116.207.11', '(aml-sfh-3310b.adsl.wanadoo.nl)', 'Sun', 'Jul', '17', '06:13:37', '2005']"
1381,Jul,17,06:13:37,combo,ftpd,23566.0,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:37 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['83.116.207.11', '(aml-sfh-3310b.adsl.wanadoo.nl)', 'Sun', 'Jul', '17', '06:13:37', '2005']"
1382,Jul,17,06:13:38,combo,ftpd,23562.0,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:38 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['83.116.207.11', '(aml-sfh-3310b.adsl.wanadoo.nl)', 'Sun', 'Jul', '17', '06:13:38', '2005']"
1383,Jul,17,06:13:38,combo,ftpd,23567.0,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:38 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['83.116.207.11', '(aml-sfh-3310b.adsl.wanadoo.nl)', 'Sun', 'Jul', '17', '06:13:38', '2005']"
1384,Jul,17,06:13:38,combo,ftpd,23563.0,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:38 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['83.116.207.11', '(aml-sfh-3310b.adsl.wanadoo.nl)', 'Sun', 'Jul', '17', '06:13:38', '2005']"
1385,Jul,17,06:13:38,combo,ftpd,23561.0,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:38 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['83.116.207.11', '(aml-sfh-3310b.adsl.wanadoo.nl)', 'Sun', 'Jul', '17', '06:13:38', '2005']"
1386,Jul,17,06:13:38,combo,ftpd,23569.0,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:13:38 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['83.116.207.11', '(aml-sfh-3310b.adsl.wanadoo.nl)', 'Sun', 'Jul', '17', '06:13:38', '2005']"
1387,Jul,17,06:14:36,combo,ftpd,23579.0,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:14:36 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['83.116.207.11', '(aml-sfh-3310b.adsl.wanadoo.nl)', 'Sun', 'Jul', '17', '06:14:36', '2005']"
1388,Jul,17,06:14:36,combo,ftpd,23580.0,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:14:36 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['83.116.207.11', '(aml-sfh-3310b.adsl.wanadoo.nl)', 'Sun', 'Jul', '17', '06:14:36', '2005']"
1389,Jul,17,06:14:36,combo,ftpd,23581.0,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:14:36 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['83.116.207.11', '(aml-sfh-3310b.adsl.wanadoo.nl)', 'Sun', 'Jul', '17', '06:14:36', '2005']"
1390,Jul,17,06:14:36,combo,ftpd,23582.0,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:14:36 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['83.116.207.11', '(aml-sfh-3310b.adsl.wanadoo.nl)', 'Sun', 'Jul', '17', '06:14:36', '2005']"
1391,Jul,17,06:14:36,combo,ftpd,23583.0,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:14:36 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['83.116.207.11', '(aml-sfh-3310b.adsl.wanadoo.nl)', 'Sun', 'Jul', '17', '06:14:36', '2005']"
1392,Jul,17,06:14:36,combo,ftpd,23584.0,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:14:36 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['83.116.207.11', '(aml-sfh-3310b.adsl.wanadoo.nl)', 'Sun', 'Jul', '17', '06:14:36', '2005']"
1393,Jul,17,06:14:36,combo,ftpd,23586.0,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:14:36 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['83.116.207.11', '(aml-sfh-3310b.adsl.wanadoo.nl)', 'Sun', 'Jul', '17', '06:14:36', '2005']"
1394,Jul,17,06:14:36,combo,ftpd,23585.0,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:14:36 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['83.116.207.11', '(aml-sfh-3310b.adsl.wanadoo.nl)', 'Sun', 'Jul', '17', '06:14:36', '2005']"
1395,Jul,17,06:14:36,combo,ftpd,23587.0,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:14:36 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['83.116.207.11', '(aml-sfh-3310b.adsl.wanadoo.nl)', 'Sun', 'Jul', '17', '06:14:36', '2005']"
1396,Jul,17,06:14:36,combo,ftpd,23588.0,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:14:36 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['83.116.207.11', '(aml-sfh-3310b.adsl.wanadoo.nl)', 'Sun', 'Jul', '17', '06:14:36', '2005']"
1397,Jul,17,06:14:36,combo,ftpd,23589.0,connection from 83.116.207.11 (aml-sfh-3310b.adsl.wanadoo.nl) at Sun Jul 17 06:14:36 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['83.116.207.11', '(aml-sfh-3310b.adsl.wanadoo.nl)', 'Sun', 'Jul', '17', '06:14:36', '2005']"
1398,Jul,17,08:06:12,combo,ftpd,23777.0,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['218.146.61.230', '()', 'Sun', 'Jul', '17', '08:06:12', '2005']"
1399,Jul,17,08:06:12,combo,ftpd,23779.0,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['218.146.61.230', '()', 'Sun', 'Jul', '17', '08:06:12', '2005']"
1400,Jul,17,08:06:12,combo,ftpd,23778.0,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['218.146.61.230', '()', 'Sun', 'Jul', '17', '08:06:12', '2005']"
1401,Jul,17,08:06:12,combo,ftpd,23780.0,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['218.146.61.230', '()', 'Sun', 'Jul', '17', '08:06:12', '2005']"
1402,Jul,17,08:06:12,combo,ftpd,23781.0,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['218.146.61.230', '()', 'Sun', 'Jul', '17', '08:06:12', '2005']"
1403,Jul,17,08:06:12,combo,ftpd,23782.0,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['218.146.61.230', '()', 'Sun', 'Jul', '17', '08:06:12', '2005']"
1404,Jul,17,08:06:12,combo,ftpd,23783.0,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['218.146.61.230', '()', 'Sun', 'Jul', '17', '08:06:12', '2005']"
1405,Jul,17,08:06:12,combo,ftpd,23785.0,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['218.146.61.230', '()', 'Sun', 'Jul', '17', '08:06:12', '2005']"
1406,Jul,17,08:06:12,combo,ftpd,23786.0,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['218.146.61.230', '()', 'Sun', 'Jul', '17', '08:06:12', '2005']"
1407,Jul,17,08:06:12,combo,ftpd,23787.0,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['218.146.61.230', '()', 'Sun', 'Jul', '17', '08:06:12', '2005']"
1408,Jul,17,08:06:12,combo,ftpd,23784.0,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['218.146.61.230', '()', 'Sun', 'Jul', '17', '08:06:12', '2005']"
1409,Jul,17,08:06:12,combo,ftpd,23792.0,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['218.146.61.230', '()', 'Sun', 'Jul', '17', '08:06:12', '2005']"
1410,Jul,17,08:06:12,combo,ftpd,23788.0,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['218.146.61.230', '()', 'Sun', 'Jul', '17', '08:06:12', '2005']"
1411,Jul,17,08:06:12,combo,ftpd,23793.0,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['218.146.61.230', '()', 'Sun', 'Jul', '17', '08:06:12', '2005']"
1412,Jul,17,08:06:12,combo,ftpd,23789.0,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['218.146.61.230', '()', 'Sun', 'Jul', '17', '08:06:12', '2005']"
1413,Jul,17,08:06:12,combo,ftpd,23790.0,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['218.146.61.230', '()', 'Sun', 'Jul', '17', '08:06:12', '2005']"
1414,Jul,17,08:06:12,combo,ftpd,23791.0,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['218.146.61.230', '()', 'Sun', 'Jul', '17', '08:06:12', '2005']"
1415,Jul,17,08:06:12,combo,ftpd,23794.0,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['218.146.61.230', '()', 'Sun', 'Jul', '17', '08:06:12', '2005']"
1416,Jul,17,08:06:12,combo,ftpd,23795.0,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['218.146.61.230', '()', 'Sun', 'Jul', '17', '08:06:12', '2005']"
1417,Jul,17,08:06:12,combo,ftpd,23796.0,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['218.146.61.230', '()', 'Sun', 'Jul', '17', '08:06:12', '2005']"
1418,Jul,17,08:06:12,combo,ftpd,23797.0,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['218.146.61.230', '()', 'Sun', 'Jul', '17', '08:06:12', '2005']"
1419,Jul,17,08:06:12,combo,ftpd,23798.0,connection from 218.146.61.230 () at Sun Jul 17 08:06:12 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['218.146.61.230', '()', 'Sun', 'Jul', '17', '08:06:12', '2005']"
1420,Jul,17,08:06:14,combo,ftpd,23799.0,connection from 218.146.61.230 () at Sun Jul 17 08:06:14 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['218.146.61.230', '()', 'Sun', 'Jul', '17', '08:06:14', '2005']"
1421,Jul,17,09:44:07,combo,ftpd,23931.0,connection from 210.245.165.136 () at Sun Jul 17 09:44:07 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['210.245.165.136', '()', 'Sun', 'Jul', '17', '09:44:07', '2005']"
1422,Jul,17,09:44:07,combo,ftpd,23933.0,connection from 210.245.165.136 () at Sun Jul 17 09:44:07 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['210.245.165.136', '()', 'Sun', 'Jul', '17', '09:44:07', '2005']"
1423,Jul,17,09:44:07,combo,ftpd,23932.0,connection from 210.245.165.136 () at Sun Jul 17 09:44:07 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['210.245.165.136', '()', 'Sun', 'Jul', '17', '09:44:07', '2005']"
1424,Jul,17,09:44:07,combo,ftpd,23934.0,connection from 210.245.165.136 () at Sun Jul 17 09:44:07 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['210.245.165.136', '()', 'Sun', 'Jul', '17', '09:44:07', '2005']"
1425,Jul,17,09:44:07,combo,ftpd,23935.0,connection from 210.245.165.136 () at Sun Jul 17 09:44:07 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['210.245.165.136', '()', 'Sun', 'Jul', '17', '09:44:07', '2005']"
1426,Jul,17,09:44:07,combo,ftpd,23937.0,connection from 210.245.165.136 () at Sun Jul 17 09:44:07 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['210.245.165.136', '()', 'Sun', 'Jul', '17', '09:44:07', '2005']"
1427,Jul,17,09:44:07,combo,ftpd,23938.0,connection from 210.245.165.136 () at Sun Jul 17 09:44:07 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['210.245.165.136', '()', 'Sun', 'Jul', '17', '09:44:07', '2005']"
1428,Jul,17,09:44:07,combo,ftpd,23936.0,connection from 210.245.165.136 () at Sun Jul 17 09:44:07 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['210.245.165.136', '()', 'Sun', 'Jul', '17', '09:44:07', '2005']"
1429,Jul,17,09:44:07,combo,ftpd,23939.0,connection from 210.245.165.136 () at Sun Jul 17 09:44:07 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['210.245.165.136', '()', 'Sun', 'Jul', '17', '09:44:07', '2005']"
1430,Jul,17,10:45:07,combo,sshd(pam_unix),24031.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61-220-159-99.hinet-ip.hinet.net  user=root,E17,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>  user=<*>,"['logname=', 'uid=0', 'euid=0', 'tty=NODEVssh', 'ruser=', 'rhost=61-220-159-99.hinet-ip.hinet.net', 'user=root']"
1431,Jul,17,10:45:07,combo,sshd(pam_unix),24033.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61-220-159-99.hinet-ip.hinet.net  user=root,E17,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>  user=<*>,"['logname=', 'uid=0', 'euid=0', 'tty=NODEVssh', 'ruser=', 'rhost=61-220-159-99.hinet-ip.hinet.net', 'user=root']"
1432,Jul,17,10:45:07,combo,sshd(pam_unix),24030.0,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61-220-159-99.hinet-ip.hinet.net  user=root,E17,authentication failure; logname=<*> uid=<*> euid=<*> tty=<*> ruser=<*> rhost=<*>  user=<*>,"['logname=', 'uid=0', 'euid=0', 'tty=NODEVssh', 'ruser=', 'rhost=61-220-159-99.hinet-ip.hinet.net', 'user=root']"
1433,Jul,17,12:30:35,combo,ftpd,24192.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:35 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['207.30.238.8', '(host8.topspot.net)', 'Sun', 'Jul', '17', '12:30:35', '2005']"
1434,Jul,17,12:30:37,combo,ftpd,24193.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:37 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['207.30.238.8', '(host8.topspot.net)', 'Sun', 'Jul', '17', '12:30:37', '2005']"
1435,Jul,17,12:30:42,combo,ftpd,24194.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:42 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['207.30.238.8', '(host8.topspot.net)', 'Sun', 'Jul', '17', '12:30:42', '2005']"
1436,Jul,17,12:30:43,combo,ftpd,24195.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:43 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['207.30.238.8', '(host8.topspot.net)', 'Sun', 'Jul', '17', '12:30:43', '2005']"
1437,Jul,17,12:30:43,combo,ftpd,24196.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:43 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['207.30.238.8', '(host8.topspot.net)', 'Sun', 'Jul', '17', '12:30:43', '2005']"
1438,Jul,17,12:30:46,combo,ftpd,24197.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:46 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['207.30.238.8', '(host8.topspot.net)', 'Sun', 'Jul', '17', '12:30:46', '2005']"
1439,Jul,17,12:30:47,combo,ftpd,24198.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:47 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['207.30.238.8', '(host8.topspot.net)', 'Sun', 'Jul', '17', '12:30:47', '2005']"
1440,Jul,17,12:30:48,combo,ftpd,24199.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:48 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['207.30.238.8', '(host8.topspot.net)', 'Sun', 'Jul', '17', '12:30:48', '2005']"
1441,Jul,17,12:30:48,combo,ftpd,24200.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:48 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['207.30.238.8', '(host8.topspot.net)', 'Sun', 'Jul', '17', '12:30:48', '2005']"
1442,Jul,17,12:30:51,combo,ftpd,24201.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:51 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['207.30.238.8', '(host8.topspot.net)', 'Sun', 'Jul', '17', '12:30:51', '2005']"
1443,Jul,17,12:30:53,combo,ftpd,24202.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:53 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['207.30.238.8', '(host8.topspot.net)', 'Sun', 'Jul', '17', '12:30:53', '2005']"
1444,Jul,17,12:30:53,combo,ftpd,24203.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:53 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['207.30.238.8', '(host8.topspot.net)', 'Sun', 'Jul', '17', '12:30:53', '2005']"
1445,Jul,17,12:30:54,combo,ftpd,24204.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:54 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['207.30.238.8', '(host8.topspot.net)', 'Sun', 'Jul', '17', '12:30:54', '2005']"
1446,Jul,17,12:30:57,combo,ftpd,24205.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:57 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['207.30.238.8', '(host8.topspot.net)', 'Sun', 'Jul', '17', '12:30:57', '2005']"
1447,Jul,17,12:30:57,combo,ftpd,24206.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:57 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['207.30.238.8', '(host8.topspot.net)', 'Sun', 'Jul', '17', '12:30:57', '2005']"
1448,Jul,17,12:30:58,combo,ftpd,24207.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:58 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['207.30.238.8', '(host8.topspot.net)', 'Sun', 'Jul', '17', '12:30:58', '2005']"
1449,Jul,17,12:30:58,combo,ftpd,24208.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:58 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['207.30.238.8', '(host8.topspot.net)', 'Sun', 'Jul', '17', '12:30:58', '2005']"
1450,Jul,17,12:30:58,combo,ftpd,24209.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:58 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['207.30.238.8', '(host8.topspot.net)', 'Sun', 'Jul', '17', '12:30:58', '2005']"
1451,Jul,17,12:30:59,combo,ftpd,24210.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['207.30.238.8', '(host8.topspot.net)', 'Sun', 'Jul', '17', '12:30:59', '2005']"
1452,Jul,17,12:30:59,combo,ftpd,24211.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['207.30.238.8', '(host8.topspot.net)', 'Sun', 'Jul', '17', '12:30:59', '2005']"
1453,Jul,17,12:30:59,combo,ftpd,24212.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:30:59 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['207.30.238.8', '(host8.topspot.net)', 'Sun', 'Jul', '17', '12:30:59', '2005']"
1454,Jul,17,12:31:00,combo,ftpd,24213.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:31:00 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['207.30.238.8', '(host8.topspot.net)', 'Sun', 'Jul', '17', '12:31:00', '2005']"
1455,Jul,17,12:31:04,combo,ftpd,24214.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 12:31:04 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['207.30.238.8', '(host8.topspot.net)', 'Sun', 'Jul', '17', '12:31:04', '2005']"
1456,Jul,17,14:02:39,combo,ftpd,24356.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:39 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['207.30.238.8', '(host8.topspot.net)', 'Sun', 'Jul', '17', '14:02:39', '2005']"
1457,Jul,17,14:02:43,combo,ftpd,24357.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:43 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['207.30.238.8', '(host8.topspot.net)', 'Sun', 'Jul', '17', '14:02:43', '2005']"
1458,Jul,17,14:02:43,combo,ftpd,24358.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:43 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['207.30.238.8', '(host8.topspot.net)', 'Sun', 'Jul', '17', '14:02:43', '2005']"
1459,Jul,17,14:02:44,combo,ftpd,24359.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:44 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['207.30.238.8', '(host8.topspot.net)', 'Sun', 'Jul', '17', '14:02:44', '2005']"
1460,Jul,17,14:02:47,combo,ftpd,24360.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:47 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['207.30.238.8', '(host8.topspot.net)', 'Sun', 'Jul', '17', '14:02:47', '2005']"
1461,Jul,17,14:02:48,combo,ftpd,24361.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:48 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['207.30.238.8', '(host8.topspot.net)', 'Sun', 'Jul', '17', '14:02:48', '2005']"
1462,Jul,17,14:02:49,combo,ftpd,24362.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['207.30.238.8', '(host8.topspot.net)', 'Sun', 'Jul', '17', '14:02:49', '2005']"
1463,Jul,17,14:02:49,combo,ftpd,24363.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['207.30.238.8', '(host8.topspot.net)', 'Sun', 'Jul', '17', '14:02:49', '2005']"
1464,Jul,17,14:02:49,combo,ftpd,24364.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['207.30.238.8', '(host8.topspot.net)', 'Sun', 'Jul', '17', '14:02:49', '2005']"
1465,Jul,17,14:02:49,combo,ftpd,24365.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:49 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['207.30.238.8', '(host8.topspot.net)', 'Sun', 'Jul', '17', '14:02:49', '2005']"
1466,Jul,17,14:02:54,combo,ftpd,24366.0,connection from 207.30.238.8 (host8.topspot.net) at Sun Jul 17 14:02:54 2005,E29,connection from <*> (<*>) at <*>:<*>:<*>,"['207.30.238.8', '(host8.topspot.net)', 'Sun', 'Jul', '17', '14:02:54', '2005']"
